Circuit_Type,No_Of_Transistors,Activity_Factor,Capacitance,Leakage_current,Short_ckt_Current,Short_ckt_Power,Static_Power,Dynamic_Power
NAND,4,0.052,4.9375746e-07,1.4061e-08,2.3878e-08,2.3878e-08,1.4061e-08,1.283769e-08
Mux,16,0.501,6.4776343e-07,1.1019e-08,1.8138e-08,1.8138e-08,1.1019e-08,1.6226474e-07
NOR,4,0.549,9.1900986e-07,7.237e-09,1.7401e-08,1.7401e-08,7.237e-09,2.5226821e-07
XNOR,10,0.177,3.8752246e-07,2.476e-09,1.7386e-08,1.7386e-08,2.476e-09,3.429574e-08
XOR,10,0.763,7.675383e-07,2.2307e-08,2.2086e-08,2.2086e-08,2.2307e-08,2.9281586e-07
Inverter,2,0.985,6.0171016e-07,3.83e-10,7.476e-09,7.476e-09,3.83e-10,2.9634225e-07
XOR,10,0.946,9.2774199e-07,1.41e-10,7.572e-09,7.572e-09,1.41e-10,4.3882196e-07
Inverter,2,0.205,4.043939e-07,2.0687e-08,1.8556e-08,1.8556e-08,2.0687e-08,4.145037e-08
D Flip-Flop,18,0.877,3.2590439e-07,2.4921e-08,5.795e-09,5.795e-09,2.4921e-08,1.4290908e-07
XOR,10,0.707,8.8827058e-07,1.8205e-08,2.2809e-08,2.2809e-08,1.8205e-08,3.1400365e-07
AND,6,0.459,5.875196e-08,4.8e-10,1.3416e-08,1.3416e-08,4.8e-10,1.348357e-08
AND,6,0.545,1.4502154e-07,5.745e-09,7.573e-09,7.573e-09,5.745e-09,3.951837e-08
OR,6,0.851,9.158039e-08,2.4298e-08,1.9425e-08,1.9425e-08,2.4298e-08,3.896746e-08
NOR,4,0.485,8.4467886e-07,2.0234e-08,7.877e-09,7.877e-09,2.0234e-08,2.0483462e-07
Inverter,2,0.379,2.050135e-08,1.4213e-08,2.4086e-08,2.4086e-08,1.4213e-08,3.88501e-09
Inverter,2,0.498,8.6304058e-07,5.998e-09,2.4576e-08,2.4576e-08,5.998e-09,2.148971e-07
NOR,4,0.583,4.5675512e-07,4.58e-10,1.6703e-08,1.6703e-08,4.58e-10,1.3314412e-07
Mux,16,0.197,1.398503e-08,6.19e-10,2.929e-09,2.929e-09,6.19e-10,1.37753e-09
OR,6,0.902,4.0762873e-07,1.5338e-08,6.654e-09,6.654e-09,1.5338e-08,1.8384056e-07
Mux,16,0.677,1.9493283e-07,6.44e-10,1.2934e-08,1.2934e-08,6.44e-10,6.598476e-08
Mux,16,0.637,6.2815648e-07,2.4841e-08,2.1301e-08,2.1301e-08,2.4841e-08,2.0006784e-07
Mux,16,0.109,6.825652e-07,4.666e-09,4.704e-09,4.704e-09,4.666e-09,3.71998e-08
NOR,4,0.608,4.9265229e-07,1.7797e-08,2.7e-09,2.7e-09,1.7797e-08,1.497663e-07
Mux,16,0.13,5.011433e-08,3.961e-09,1.954e-09,1.954e-09,3.961e-09,3.25743e-09
AND,6,0.088,6.5956752e-07,1.3548e-08,1.2723e-08,1.2723e-08,1.3548e-08,2.902097e-08
NAND,4,0.532,8.436184e-07,2.107e-09,2.2129e-08,2.2129e-08,2.107e-09,2.2440249e-07
D Flip-Flop,18,0.409,7.2312103e-07,1.9193e-08,1.155e-09,1.155e-09,1.9193e-08,1.4787825e-07
Inverter,2,0.593,8.3165834e-07,1.4665e-08,5.387e-09,5.387e-09,1.4665e-08,2.465867e-07
Inverter,2,0.098,2.0850443e-07,2.246e-09,1.7362e-08,1.7362e-08,2.246e-09,1.021672e-08
D Flip-Flop,18,0.437,8.8999906e-07,2.123e-08,2.0664e-08,2.0664e-08,2.123e-08,1.9446479e-07
NOR,4,0.183,3.2897152e-07,1.3721e-08,2.0204e-08,2.0204e-08,1.3721e-08,3.010089e-08
XOR,10,0.987,2.327077e-08,2.3048e-08,1.9648e-08,1.9648e-08,2.3048e-08,1.148412e-08
NOR,4,0.566,8.4495773e-07,2.2924e-08,3.332e-09,3.332e-09,2.2924e-08,2.3912304e-07
Inverter,2,0.691,9.4240306e-07,2.3021e-08,9.991e-09,9.991e-09,2.3021e-08,3.2560026e-07
Inverter,2,0.332,6.5900262e-07,2.037e-09,2.462e-08,2.462e-08,2.037e-09,1.0939443e-07
D Flip-Flop,18,0.104,2.3912226e-07,3.112e-09,2.4723e-08,2.4723e-08,3.112e-09,1.243436e-08
Mux,16,0.976,2.5922702e-07,2.4694e-08,1.51e-08,1.51e-08,2.4694e-08,1.2650279e-07
NOR,4,0.293,4.7192694e-07,1.2241e-08,1.7761e-08,1.7761e-08,1.2241e-08,6.91373e-08
XNOR,10,0.43,8.9885277e-07,6.032e-09,2.3787e-08,2.3787e-08,6.032e-09,1.9325335e-07
D Flip-Flop,18,0.653,1.5810168e-07,1.9265e-08,1.1303e-08,1.1303e-08,1.9265e-08,5.16202e-08
AND,6,0.034,8.2771393e-07,6.681e-09,3.508e-09,3.508e-09,6.681e-09,1.407114e-08
Inverter,2,0.812,2.9838978e-07,1.8208e-08,1.6757e-08,1.6757e-08,1.8208e-08,1.2114625e-07
D Flip-Flop,18,0.541,8.1050031e-07,2.0948e-08,2.4007e-08,2.4007e-08,2.0948e-08,2.1924033e-07
NOR,4,0.285,9.2106849e-07,1.9628e-08,1.746e-08,1.746e-08,1.9628e-08,1.3125226e-07
Inverter,2,0.071,4.3321893e-07,6.924e-09,2.0103e-08,2.0103e-08,6.924e-09,1.537927e-08
XOR,10,0.171,3.7140015e-07,1.01e-08,1.0626e-08,1.0626e-08,1.01e-08,3.175471e-08
D Flip-Flop,18,0.896,8.0419911e-07,1.039e-08,2.502e-09,2.502e-09,1.039e-08,3.602812e-07
OR,6,0.689,5.3418805e-07,1.2333e-08,4.305e-09,4.305e-09,1.2333e-08,1.8402778e-07
Inverter,2,0.257,6.8760456e-07,4.268e-09,2.4568e-08,2.4568e-08,4.268e-09,8.835719e-08
NOR,4,0.075,6.2660094e-07,1.1367e-08,1.238e-08,1.238e-08,1.1367e-08,2.349754e-08
NAND,4,0.694,1.6135996e-07,1.2818e-08,3.99e-10,3.99e-10,1.2818e-08,5.599191e-08
XNOR,10,0.577,8.4634246e-07,1.334e-08,2.3889e-08,2.3889e-08,1.334e-08,2.441698e-07
Mux,16,0.41,2.0381736e-07,2.0516e-08,1.2495e-08,1.2495e-08,2.0516e-08,4.178256e-08
NOR,4,0.37,9.3295932e-07,1.2982e-08,2.0923e-08,2.0923e-08,1.2982e-08,1.7259747e-07
AND,6,0.225,2.5806558e-07,5.847e-09,1.3757e-08,1.3757e-08,5.847e-09,2.903238e-08
AND,6,0.673,7.3654216e-07,1.6612e-08,2.632e-09,2.632e-09,1.6612e-08,2.4784644e-07
NAND,4,0.971,2.9180884e-07,1.9953e-08,1.5428e-08,1.5428e-08,1.9953e-08,1.4167319e-07
Mux,16,0.184,3.2460755e-07,8.052e-09,2.4935e-08,2.4935e-08,8.052e-09,2.986389e-08
OR,6,0.601,3.1690183e-07,1.6168e-08,9.65e-10,9.65e-10,1.6168e-08,9.5229e-08
NAND,4,0.43,7.5041333e-07,3.759e-09,2.1061e-08,2.1061e-08,3.759e-09,1.6133887e-07
NAND,4,0.452,5.6124697e-07,8.614e-09,5.963e-09,5.963e-09,8.614e-09,1.2684182e-07
Inverter,2,0.262,8.8412293e-07,2.274e-08,9.907e-09,9.907e-09,2.274e-08,1.158201e-07
AND,6,0.827,3.1429899e-07,2.2792e-08,9.38e-09,9.38e-09,2.2792e-08,1.2996263e-07
Inverter,2,0.49,6.950726e-07,1.4426e-08,2.248e-08,2.248e-08,1.4426e-08,1.7029279e-07
XNOR,10,0.548,7.5541911e-07,1.7589e-08,1.2662e-08,1.2662e-08,1.7589e-08,2.0698484e-07
Mux,16,0.312,1.5996729e-07,2.1365e-08,1.1235e-08,1.1235e-08,2.1365e-08,2.49549e-08
OR,6,0.19,4.0658346e-07,2.3968e-08,2.0469e-08,2.0469e-08,2.3968e-08,3.862543e-08
OR,6,0.095,4.8798932e-07,1.2298e-08,1.318e-09,1.318e-09,1.2298e-08,2.317949e-08
NOR,4,0.717,3.6213052e-07,1.4083e-08,2.253e-09,2.253e-09,1.4083e-08,1.2982379e-07
NAND,4,0.204,3.2889147e-07,1.0449e-08,6.4e-10,6.4e-10,1.0449e-08,3.354693e-08
XNOR,10,0.693,6.895557e-07,1.892e-09,1.7231e-08,1.7231e-08,1.892e-09,2.3893105e-07
AND,6,0.396,2.2370773e-07,1.0628e-08,1.3188e-08,1.3188e-08,1.0628e-08,4.429413e-08
OR,6,0.422,7.1229684e-07,1.9787e-08,2.1913e-08,2.1913e-08,1.9787e-08,1.5029463e-07
XNOR,10,0.474,9.3569375e-07,2.0142e-08,1.2513e-08,1.2513e-08,2.0142e-08,2.2175942e-07
XOR,10,0.374,5.6954555e-07,2.232e-08,5.623e-09,5.623e-09,2.232e-08,1.0650502e-07
XOR,10,0.11,6.1531989e-07,1.382e-09,2.0148e-08,2.0148e-08,1.382e-09,3.384259e-08
Inverter,2,0.317,7.824338e-08,1.3226e-08,7.429e-09,7.429e-09,1.3226e-08,1.240158e-08
AND,6,0.667,8.6583213e-07,2.775e-09,2.3399e-08,2.3399e-08,2.775e-09,2.8875502e-07
NOR,4,0.669,2.9259331e-07,5.098e-09,6.336e-09,6.336e-09,5.098e-09,9.787246e-08
OR,6,0.293,6.1890065e-07,2.2515e-08,4.276e-09,4.276e-09,2.2515e-08,9.066895e-08
NAND,4,0.466,9.7932105e-07,1.247e-08,1.2384e-08,1.2384e-08,1.247e-08,2.281818e-07
NAND,4,0.202,5.9954757e-07,1.8988e-08,1.358e-09,1.358e-09,1.8988e-08,6.05543e-08
OR,6,0.218,7.2746239e-07,1.703e-09,1.007e-09,1.007e-09,1.703e-09,7.92934e-08
Mux,16,0.033,4.5086642e-07,1.0479e-08,1.2451e-08,1.2451e-08,1.0479e-08,7.4393e-09
NOR,4,0.898,6.976219e-08,1.6889e-08,5.456e-09,5.456e-09,1.6889e-08,3.132322e-08
XNOR,10,0.219,7.9962336e-07,3.422e-09,3.33e-10,3.33e-10,3.422e-09,8.755876e-08
Mux,16,0.235,4.464885e-08,8.213e-09,7.472e-09,7.472e-09,8.213e-09,5.24624e-09
Mux,16,0.287,7.0365125e-07,1.707e-09,1.1986e-08,1.1986e-08,1.707e-09,1.0097395e-07
Inverter,2,0.136,3.269236e-08,1.6318e-08,9.918e-09,9.918e-09,1.6318e-08,2.22308e-09
XOR,10,0.643,8.6368218e-07,2.4275e-08,3.473e-09,3.473e-09,2.4275e-08,2.7767382e-07
Mux,16,0.084,1.6605968e-07,2.0693e-08,1.4534e-08,1.4534e-08,2.0693e-08,6.97451e-09
Mux,16,0.143,5.1912878e-07,2.4368e-08,1.7787e-08,1.7787e-08,2.4368e-08,3.711771e-08
D Flip-Flop,18,0.648,6.011792e-07,2.1156e-08,1.6921e-08,1.6921e-08,2.1156e-08,1.9478206e-07
Inverter,2,0.346,4.6296995e-07,2.1394e-08,9.905e-09,9.905e-09,2.1394e-08,8.00938e-08
AND,6,0.711,3.4735585e-07,1.4472e-08,3.526e-09,3.526e-09,1.4472e-08,1.23485e-07
D Flip-Flop,18,0.562,4.7313615e-07,1.3004e-08,1.2537e-08,1.2537e-08,1.3004e-08,1.3295126e-07
D Flip-Flop,18,0.263,3.183016e-07,1.0216e-08,2.2272e-08,2.2272e-08,1.0216e-08,4.185666e-08
OR,6,0.654,4.4374112e-07,2.0471e-08,1.1771e-08,1.1771e-08,2.0471e-08,1.4510335e-07
XOR,10,0.125,3.6532386e-07,4.633e-09,4.972e-09,4.972e-09,4.633e-09,2.283274e-08
Mux,16,0.541,5.7054278e-07,1.5e-09,2.417e-09,2.417e-09,1.5e-09,1.5433182e-07
XOR,10,0.443,2.4554492e-07,2.3703e-08,2.3604e-08,2.3604e-08,2.3703e-08,5.43882e-08
NOR,4,0.275,9.8876999e-07,1.94e-10,1.8601e-08,1.8601e-08,1.94e-10,1.3595587e-07
OR,6,0.608,5.0586125e-07,2.4423e-08,7.893e-09,7.893e-09,2.4423e-08,1.5378182e-07
AND,6,0.873,2.0222046e-07,1.8248e-08,7.454e-09,7.454e-09,1.8248e-08,8.826923e-08
XOR,10,0.999,4.8229608e-07,8.28e-09,2.2391e-08,2.2391e-08,8.28e-09,2.4090689e-07
NAND,4,0.612,8.6775098e-07,1.7476e-08,4.521e-09,4.521e-09,1.7476e-08,2.655318e-07
NOR,4,0.411,3.158873e-08,2.0465e-08,1.3422e-08,1.3422e-08,2.0465e-08,6.49148e-09
Inverter,2,0.233,6.8275858e-07,6.21e-09,1.7866e-08,1.7866e-08,6.21e-09,7.954137e-08
AND,6,0.265,5.5248812e-07,1.9295e-08,9.97e-09,9.97e-09,1.9295e-08,7.320468e-08
NOR,4,0.485,1.7786241e-07,2.0129e-08,1.094e-09,1.094e-09,2.0129e-08,4.313163e-08
OR,6,0.374,8.1930167e-07,6.309e-09,5.771e-09,5.771e-09,6.309e-09,1.5320941e-07
D Flip-Flop,18,0.915,3.7519578e-07,1.144e-09,2.2555e-08,2.2555e-08,1.144e-09,1.7165207e-07
D Flip-Flop,18,0.375,3.0086401e-07,5.183e-09,1.3126e-08,1.3126e-08,5.183e-09,5.6412e-08
OR,6,0.38,8.2984394e-07,5.096e-09,2.0404e-08,2.0404e-08,5.096e-09,1.5767035e-07
XNOR,10,0.39,6.421398e-07,1.724e-09,1.3937e-08,1.3937e-08,1.724e-09,1.2521726e-07
D Flip-Flop,18,0.838,8.9927649e-07,1.8178e-08,2.3596e-08,2.3596e-08,1.8178e-08,3.7679685e-07
Inverter,2,0.654,6.3358487e-07,9.561e-09,2.2737e-08,2.2737e-08,9.561e-09,2.0718225e-07
Inverter,2,0.618,7.4340948e-07,2.2121e-08,1.2124e-08,1.2124e-08,2.2121e-08,2.2971353e-07
NAND,4,0.341,8.3808144e-07,6.379e-09,8.025e-09,8.025e-09,6.379e-09,1.4289289e-07
Mux,16,0.82,6.419224e-08,1.1385e-08,1.5082e-08,1.5082e-08,1.1385e-08,2.631882e-08
XNOR,10,0.048,7.7828847e-07,1.6012e-08,1.6905e-08,1.6905e-08,1.6012e-08,1.867892e-08
AND,6,0.872,6.1756942e-07,2.1949e-08,1.2509e-08,1.2509e-08,2.1949e-08,2.6926027e-07
D Flip-Flop,18,0.518,7.881272e-08,1.3163e-08,2.0575e-08,2.0575e-08,1.3163e-08,2.041249e-08
Inverter,2,0.404,5.1349214e-07,9.401e-09,4.665e-09,4.665e-09,9.401e-09,1.0372541e-07
OR,6,0.502,9.16335e-08,2.1689e-08,8.427e-09,8.427e-09,2.1689e-08,2.300001e-08
D Flip-Flop,18,0.671,7.3858773e-07,7.825e-09,1.7191e-08,1.7191e-08,7.825e-09,2.4779618e-07
Mux,16,0.023,5.510367e-07,2.078e-09,6.242e-09,6.242e-09,2.078e-09,6.33692e-09
OR,6,0.873,9.540378e-07,1.1182e-08,1.1052e-08,1.1052e-08,1.1182e-08,4.164375e-07
NOR,4,0.452,1.9130402e-07,1.9649e-08,2.4097e-08,2.4097e-08,1.9649e-08,4.323471e-08
NOR,4,0.35,6.0997312e-07,8.66e-10,1.5684e-08,1.5684e-08,8.66e-10,1.067453e-07
D Flip-Flop,18,0.147,2.1946631e-07,1.4688e-08,2.3732e-08,2.3732e-08,1.4688e-08,1.613077e-08
Mux,16,0.445,6.1792433e-07,1.4902e-08,1.8089e-08,1.8089e-08,1.4902e-08,1.3748816e-07
XNOR,10,0.501,7.2542321e-07,2.3221e-08,1.8144e-08,1.8144e-08,2.3221e-08,1.8171851e-07
D Flip-Flop,18,0.41,7.2508129e-07,7.233e-09,1.4837e-08,1.4837e-08,7.233e-09,1.4864166e-07
Inverter,2,0.682,8.1692325e-07,7.043e-09,3.641e-09,3.641e-09,7.043e-09,2.7857083e-07
XOR,10,0.427,8.5501473e-07,1.1068e-08,1.3041e-08,1.3041e-08,1.1068e-08,1.8254564e-07
D Flip-Flop,18,0.962,8.649901e-08,8.987e-09,6.391e-09,6.391e-09,8.987e-09,4.160602e-08
D Flip-Flop,18,0.603,3.4983449e-07,1.8435e-08,2.4967e-08,2.4967e-08,1.8435e-08,1.054751e-07
OR,6,0.809,6.902513e-07,1.608e-08,6.747e-09,6.747e-09,1.608e-08,2.7920665e-07
XOR,10,0.118,5.0360042e-07,1.8997e-08,5.844e-09,5.844e-09,1.8997e-08,2.971242e-08
Inverter,2,0.403,1.9876919e-07,2.0519e-08,1.5635e-08,1.5635e-08,2.0519e-08,4.005199e-08
D Flip-Flop,18,0.343,5.5718247e-07,2.3082e-08,1.2823e-08,1.2823e-08,2.3082e-08,9.555679e-08
OR,6,0.574,4.133613e-07,1.083e-08,6.32e-10,6.32e-10,1.083e-08,1.1863469e-07
Mux,16,0.863,3.9613789e-07,2.4619e-08,3.325e-09,3.325e-09,2.4619e-08,1.709335e-07
D Flip-Flop,18,0.088,8.1165618e-07,5.47e-09,2.0295e-08,2.0295e-08,5.47e-09,3.571287e-08
XOR,10,0.082,4.1352235e-07,1.7888e-08,1.2144e-08,1.2144e-08,1.7888e-08,1.695442e-08
NAND,4,0.852,3.618996e-08,1.3397e-08,3.736e-09,3.736e-09,1.3397e-08,1.541692e-08
XOR,10,0.221,6.748271e-08,2.0441e-08,1.1685e-08,1.1685e-08,2.0441e-08,7.45684e-09
NOR,4,0.672,8.576816e-07,1.1972e-08,6.403e-09,6.403e-09,1.1972e-08,2.8818102e-07
Inverter,2,0.547,9.609948e-07,1.962e-08,5.667e-09,5.667e-09,1.962e-08,2.6283208e-07
AND,6,0.835,6.9152524e-07,2.3261e-08,2.3947e-08,2.3947e-08,2.3261e-08,2.8871179e-07
D Flip-Flop,18,0.134,3.7072461e-07,1.8334e-08,9.114e-09,9.114e-09,1.8334e-08,2.483855e-08
XOR,10,0.138,9.3921431e-07,1.9425e-08,1.256e-09,1.256e-09,1.9425e-08,6.480579e-08
AND,6,0.561,6.6617506e-07,1.773e-09,2.4261e-08,2.4261e-08,1.773e-09,1.868621e-07
OR,6,0.947,8.4589021e-07,5.203e-09,1.9892e-08,1.9892e-08,5.203e-09,4.0052901e-07
NAND,4,0.421,7.6819378e-07,2.436e-08,6.435e-09,6.435e-09,2.436e-08,1.6170479e-07
Inverter,2,0.334,3.8534792e-07,1.736e-08,1.0281e-08,1.0281e-08,1.736e-08,6.43531e-08
XOR,10,0.611,4.8391518e-07,1.408e-08,2.1571e-08,2.1571e-08,1.408e-08,1.4783609e-07
AND,6,0.931,1.9427083e-07,9.238e-09,9e-09,9e-09,9.238e-09,9.043307e-08
NAND,4,0.839,2.9909396e-07,1.205e-09,1.4228e-08,1.4228e-08,1.205e-09,1.2546992e-07
NOR,4,0.996,7.803444e-07,9.291e-09,1.3418e-08,1.3418e-08,9.291e-09,3.8861151e-07
Inverter,2,0.032,8.9503861e-07,1.2523e-08,1.0092e-08,1.0092e-08,1.2523e-08,1.432062e-08
Inverter,2,0.122,7.2721582e-07,5.365e-09,1.6024e-08,1.6024e-08,5.365e-09,4.436017e-08
NOR,4,0.613,4.7052196e-07,4.411e-09,1.1885e-08,1.1885e-08,4.411e-09,1.4421498e-07
D Flip-Flop,18,0.822,9.564418e-08,1.276e-08,6.29e-10,6.29e-10,1.276e-08,3.930976e-08
NOR,4,0.292,6.637847e-08,1.4689e-08,2.0378e-08,2.0378e-08,1.4689e-08,9.69126e-09
Inverter,2,0.247,3.8058231e-07,6.074e-09,2.918e-09,2.918e-09,6.074e-09,4.700192e-08
Inverter,2,0.789,4.691835e-07,1.4726e-08,1.1656e-08,1.1656e-08,1.4726e-08,1.8509289e-07
AND,6,0.066,6.1302942e-07,2.2518e-08,1.454e-08,1.454e-08,2.2518e-08,2.022997e-08
NAND,4,0.376,1.642463e-08,1.1882e-08,1.7667e-08,1.7667e-08,1.1882e-08,3.08783e-09
NOR,4,0.511,9.8982566e-07,2.1449e-08,1.0329e-08,1.0329e-08,2.1449e-08,2.5290046e-07
NAND,4,0.565,3.7029949e-07,2.3189e-08,1.8415e-08,1.8415e-08,2.3189e-08,1.0460961e-07
NOR,4,0.731,8.4961372e-07,2.401e-09,3.371e-09,3.371e-09,2.401e-09,3.1053381e-07
OR,6,0.361,5.3961704e-07,2.486e-09,1.6371e-08,1.6371e-08,2.486e-09,9.740088e-08
Inverter,2,0.617,1.3913506e-07,1.1954e-08,2.0676e-08,2.0676e-08,1.1954e-08,4.292317e-08
AND,6,0.59,7.995899e-07,1.4744e-08,2.2247e-08,2.2247e-08,1.4744e-08,2.3587902e-07
NAND,4,0.552,7.127288e-07,1.0704e-08,1.4531e-08,1.4531e-08,1.0704e-08,1.9671315e-07
NOR,4,0.644,5.3216172e-07,8.229e-09,7.891e-09,7.891e-09,8.229e-09,1.7135607e-07
XNOR,10,0.267,5.1940756e-07,1.6061e-08,4.168e-09,4.168e-09,1.6061e-08,6.934091e-08
OR,6,0.094,9.660481e-08,1.52e-10,8.704e-09,8.704e-09,1.52e-10,4.54043e-09
XOR,10,0.128,6.5929046e-07,2.4205e-08,1.3545e-08,1.3545e-08,2.4205e-08,4.219459e-08
D Flip-Flop,18,0.232,9.121327e-07,5.879e-09,4.989e-09,4.989e-09,5.879e-09,1.0580739e-07
NAND,4,0.505,1.0231247e-07,2.2936e-08,2.3818e-08,2.3818e-08,2.2936e-08,2.58339e-08
AND,6,0.842,2.7087634e-07,2.814e-09,2.2439e-08,2.2439e-08,2.814e-09,1.1403894e-07
XOR,10,0.704,9.0328489e-07,6.028e-09,9.21e-10,9.21e-10,6.028e-09,3.1795628e-07
XNOR,10,0.791,2.9150047e-07,5.948e-09,1.4093e-08,1.4093e-08,5.948e-09,1.1528844e-07
D Flip-Flop,18,0.357,6.5740424e-07,2.4904e-08,1.9754e-08,1.9754e-08,2.4904e-08,1.1734666e-07
XNOR,10,0.411,5.3946998e-07,2.15e-10,6.21e-09,6.21e-09,2.15e-10,1.1086108e-07
XOR,10,0.4,6.0036433e-07,1.6027e-08,1.3145e-08,1.3145e-08,1.6027e-08,1.2007287e-07
D Flip-Flop,18,0.2,4.2163101e-07,2.1755e-08,1.0209e-08,1.0209e-08,2.1755e-08,4.21631e-08
XNOR,10,0.071,3.0699156e-07,1.684e-08,4.994e-09,4.994e-09,1.684e-08,1.08982e-08
AND,6,0.595,5.804812e-08,9.132e-09,1.5407e-08,1.5407e-08,9.132e-09,1.726932e-08
NOR,4,0.989,7.4683813e-07,2.3962e-08,2.4843e-08,2.4843e-08,2.3962e-08,3.6931146e-07
Inverter,2,0.175,7.4863253e-07,2.2349e-08,9.196e-09,9.196e-09,2.2349e-08,6.550535e-08
NOR,4,0.056,6.7401848e-07,1.0905e-08,1.3854e-08,1.3854e-08,1.0905e-08,1.887252e-08
XOR,10,0.782,6.4719745e-07,1.4376e-08,8.264e-09,8.264e-09,1.4376e-08,2.530542e-07
NAND,4,0.26,2.5127996e-07,2.4191e-08,2.1936e-08,2.1936e-08,2.4191e-08,3.266639e-08
Inverter,2,0.831,3.212148e-08,2.4566e-08,2.1629e-08,2.1629e-08,2.4566e-08,1.334647e-08
OR,6,0.707,8.1062824e-07,1.1301e-08,4.551e-09,4.551e-09,1.1301e-08,2.8655708e-07
AND,6,0.946,4.9622715e-07,2.1199e-08,2.2509e-08,2.2509e-08,2.1199e-08,2.3471544e-07
OR,6,0.415,3.1376975e-07,7.619e-09,3.873e-09,3.873e-09,7.619e-09,6.510722e-08
D Flip-Flop,18,0.665,1.1091259e-07,9.358e-09,2.476e-09,2.476e-09,9.358e-09,3.687844e-08
Inverter,2,0.47,7.209437e-08,4.204e-09,1.6358e-08,1.6358e-08,4.204e-09,1.694218e-08
OR,6,0.634,3.5537805e-07,5.309e-09,9.709e-09,9.709e-09,5.309e-09,1.1265484e-07
OR,6,0.455,8.0668969e-07,1.6456e-08,1.3315e-08,1.3315e-08,1.6456e-08,1.835219e-07
XNOR,10,0.197,9.1953651e-07,1.2818e-08,1.6349e-08,1.6349e-08,1.2818e-08,9.057435e-08
NOR,4,0.513,8.9778385e-07,5.855e-09,1.416e-09,1.416e-09,5.855e-09,2.3028156e-07
XNOR,10,0.533,9.2080083e-07,1.0132e-08,7.395e-09,7.395e-09,1.0132e-08,2.4539342e-07
Inverter,2,0.812,9.0864809e-07,9.392e-09,1.1577e-08,1.1577e-08,9.392e-09,3.6891112e-07
Inverter,2,0.738,5.319525e-07,2.4685e-08,6.738e-09,6.738e-09,2.4685e-08,1.9629047e-07
XOR,10,0.667,2.2722148e-07,2.1354e-08,1.319e-09,1.319e-09,2.1354e-08,7.577836e-08
XNOR,10,0.122,8.0006612e-07,9.76e-09,2.258e-09,2.258e-09,9.76e-09,4.880403e-08
Mux,16,0.723,2.2157585e-07,2.2857e-08,2.0064e-08,2.0064e-08,2.2857e-08,8.009967e-08
NOR,4,0.505,2.745352e-07,8.632e-09,2.2794e-08,2.2794e-08,8.632e-09,6.932014e-08
Inverter,2,0.895,2.4092178e-07,1.6731e-08,3.891e-09,3.891e-09,1.6731e-08,1.078125e-07
XOR,10,0.921,5.1983258e-07,2.417e-08,6.307e-09,6.307e-09,2.417e-08,2.393829e-07
XNOR,10,0.065,3.2860923e-07,9.818e-09,1.6341e-08,1.6341e-08,9.818e-09,1.06798e-08
NOR,4,0.822,1.6261449e-07,1.7029e-08,2.3861e-08,2.3861e-08,1.7029e-08,6.683456e-08
XNOR,10,0.047,4.5864168e-07,7.469e-09,7.56e-09,7.56e-09,7.469e-09,1.077808e-08
OR,6,0.373,8.7516817e-07,6.731e-09,2.1395e-08,2.1395e-08,6.731e-09,1.6321886e-07
XOR,10,0.547,5.7484733e-07,1.4397e-08,1.27e-08,1.27e-08,1.4397e-08,1.5722074e-07
NOR,4,0.157,8.7955225e-07,2.4484e-08,2.3918e-08,2.3918e-08,2.4484e-08,6.904485e-08
D Flip-Flop,18,0.749,2.0391346e-07,1.1383e-08,3.493e-09,3.493e-09,1.1383e-08,7.636559e-08
D Flip-Flop,18,0.018,1.7530413e-07,2.3447e-08,2.4344e-08,2.4344e-08,2.3447e-08,1.57774e-09
NOR,4,0.177,5.7982135e-07,2.2868e-08,1.108e-08,1.108e-08,2.2868e-08,5.131419e-08
XNOR,10,0.585,4.6869561e-07,6.419e-09,2.3828e-08,2.3828e-08,6.419e-09,1.3709347e-07
XOR,10,0.717,6.6357092e-07,1.0105e-08,1.1521e-08,1.1521e-08,1.0105e-08,2.3789017e-07
D Flip-Flop,18,0.917,7.9668052e-07,1.6118e-08,1.3299e-08,1.3299e-08,1.6118e-08,3.6527802e-07
XOR,10,0.708,7.5379422e-07,1.2999e-08,2.0139e-08,2.0139e-08,1.2999e-08,2.6684315e-07
D Flip-Flop,18,0.675,9.4283856e-07,2.489e-09,1.8093e-08,1.8093e-08,2.489e-09,3.1820801e-07
OR,6,0.4,4.0427385e-07,2.4843e-08,1.5528e-08,1.5528e-08,2.4843e-08,8.085477e-08
XNOR,10,0.011,2.1432287e-07,1.8841e-08,1.0483e-08,1.0483e-08,1.8841e-08,1.17878e-09
OR,6,0.129,5.5540351e-07,1.0999e-08,1.9832e-08,1.9832e-08,1.0999e-08,3.582353e-08
D Flip-Flop,18,0.539,1.1963569e-07,1.5492e-08,2.3711e-08,2.3711e-08,1.5492e-08,3.224182e-08
OR,6,0.678,2.9596261e-07,2.281e-09,3.44e-10,3.44e-10,2.281e-09,1.0033132e-07
D Flip-Flop,18,0.423,2.1580917e-07,1.2433e-08,1.4737e-08,1.4737e-08,1.2433e-08,4.564364e-08
NOR,4,0.733,4.0259808e-07,2.3278e-08,2.1663e-08,2.1663e-08,2.3278e-08,1.475522e-07
OR,6,0.527,1.2010441e-07,2.2425e-08,1.6363e-08,1.6363e-08,2.2425e-08,3.164751e-08
NAND,4,0.083,4.152333e-08,8.501e-09,2.0041e-08,2.0041e-08,8.501e-09,1.72322e-09
